statistic	source	condition	score	p_value
norm_wmean	PAX6	t0.5_t0	0.9807418182355419	0.41999999999999993
norm_wmean	PAX6	t1_t0.5	-0.6509829689370131	0.8
norm_wmean	PAX6	t2_t1	2.4938960064505373	0.18
norm_wmean	PAX6	t3_t2	-1.052323692422792	0.36
norm_wmean	PAX6	t4_t3	-0.9456369097615639	0.58
norm_wmean	PAX6	t8_t4	-1.2272502768040785	0.94
norm_wmean	PAX8	t0.5_t0	0.8265639922114664	0.96
norm_wmean	PAX8	t1_t0.5	0.5439910211647982	0.8999999999999999
norm_wmean	PAX8	t2_t1	0.7717299941959468	0.7
norm_wmean	PAX8	t3_t2	0.6606218895773968	1
norm_wmean	PAX8	t4_t3	-1.1836476093255173	0.46
norm_wmean	PAX8	t8_t4	-0.7552719218210613	0.96
norm_wmean	PBX3	t0.5_t0	-0.8360014402842023	0.42
norm_wmean	PBX3	t1_t0.5	-0.4237762295217452	0.76
norm_wmean	PBX3	t2_t1	1.65180991978863	0.6799999999999999
norm_wmean	PBX3	t3_t2	1.7394315799196127	0.28
norm_wmean	PBX3	t4_t3	-1.0996337216624819	0.42
norm_wmean	PBX3	t8_t4	-2.8468697436062342	0.06
norm_wmean	PGR	t0.5_t0	4.393568398545138	0.02
norm_wmean	PGR	t1_t0.5	0.560496972040151	0.52
norm_wmean	PGR	t2_t1	3.0379966849829754	0.52
norm_wmean	PGR	t3_t2	-0.7111500542614299	0.88
norm_wmean	PGR	t4_t3	-1.462447672219818	0.18
norm_wmean	PGR	t8_t4	-5.030693517689167	0.02
norm_wmean	PKNOX1	t0.5_t0	0.9472465866448628	0.020000000000000018
norm_wmean	PKNOX1	t1_t0.5	-0.3963127107630444	0.56
norm_wmean	PKNOX1	t2_t1	2.586440073127105	0.28
norm_wmean	PKNOX1	t3_t2	-3.168089171895119	0.02
norm_wmean	PKNOX1	t4_t3	-0.43696203122423555	0.9199999999999999
norm_wmean	PKNOX1	t8_t4	1.4738083336948655	0.22
norm_wmean	POU2F1	t0.5_t0	4.861633665422871	0.02
norm_wmean	POU2F1	t1_t0.5	0.7019284618642277	0.8
norm_wmean	POU2F1	t2_t1	0.5080101446126287	0.26
norm_wmean	POU2F1	t3_t2	-1.9228460097491669	0.16
norm_wmean	POU2F1	t4_t3	-1.1110045305649159	0.36
norm_wmean	POU2F1	t8_t4	-1.78241958064677	0.26
norm_wmean	POU2F2	t0.5_t0	1.2660299455621888	0.30000000000000004
norm_wmean	POU2F2	t1_t0.5	-0.7718588293116213	0.7
norm_wmean	POU2F2	t2_t1	0.46819518740138477	0.3799999999999999
norm_wmean	POU2F2	t3_t2	-1.8774585957914645	0.06
norm_wmean	POU2F2	t4_t3	-0.2649117981685252	0.6399999999999999
norm_wmean	POU2F2	t8_t4	-1.0861992198683472	0.3799999999999999
norm_wmean	POU4F2	t0.5_t0	2.0500740731330906	0.56
norm_wmean	POU4F2	t1_t0.5	1.8986625495870533	0.18
norm_wmean	POU4F2	t2_t1	0.78982083031108	0.24
norm_wmean	POU4F2	t3_t2	-1.186449916731363	0.46
norm_wmean	POU4F2	t4_t3	-0.36842728157364296	0.8200000000000001
norm_wmean	POU4F2	t8_t4	-5.67245119031365	0.02
norm_wmean	POU5F1	t0.5_t0	-0.4281910988642398	0.7
norm_wmean	POU5F1	t1_t0.5	-0.6674598342611401	0.9
norm_wmean	POU5F1	t2_t1	2.6611634756644174	0.54
norm_wmean	POU5F1	t3_t2	-2.0707499354255416	0.04
norm_wmean	POU5F1	t4_t3	0.599431638591725	0.8
norm_wmean	POU5F1	t8_t4	-1.4294073160552645	0.96
norm_wmean	PPARA	t0.5_t0	7.0564245022656	0.02
norm_wmean	PPARA	t1_t0.5	0.7071582006478898	0.74
norm_wmean	PPARA	t2_t1	-1.2989688285405363	0.26
norm_wmean	PPARA	t3_t2	-0.1265329814185071	0.24
norm_wmean	PPARA	t4_t3	-0.12541592471108048	0.1200000000000001
norm_wmean	PPARA	t8_t4	-4.913057481575118	0.02
norm_wmean	PPARG	t0.5_t0	0.06668499217431269	0.74
norm_wmean	PPARG	t1_t0.5	-2.7067534739905312	0.02
norm_wmean	PPARG	t2_t1	-0.12360920648759686	0.88
norm_wmean	PPARG	t3_t2	-0.26628358773199784	0.6399999999999999
norm_wmean	PPARG	t4_t3	1.6983520074823586	0.18
norm_wmean	PPARG	t8_t4	0.6812974305738752	0.5
norm_wmean	PRDM1	t0.5_t0	-3.7733273520073554	0.02
norm_wmean	PRDM1	t1_t0.5	-2.2862493452084025	0.04
norm_wmean	PRDM1	t2_t1	3.459080138344467	0.02
norm_wmean	PRDM1	t3_t2	1.2426746949439436	0.42
norm_wmean	PRDM1	t4_t3	-1.3915282046233715	0.36
norm_wmean	PRDM1	t8_t4	-3.0641342892499197	0.02
norm_wmean	PROX1	t0.5_t0	0.5245882566566833	0.21999999999999997
norm_wmean	PROX1	t1_t0.5	0.5678055974959003	0.98
norm_wmean	PROX1	t2_t1	2.082316997278019	0.28
norm_wmean	PROX1	t3_t2	-1.265717175785649	0.34
norm_wmean	PROX1	t4_t3	-2.122246250236135	0.06
norm_wmean	PROX1	t8_t4	-0.644176119129821	0.32000000000000006
norm_wmean	RARA	t0.5_t0	4.840407056027692	0.02
norm_wmean	RARA	t1_t0.5	-0.6164465071795631	0.76
norm_wmean	RARA	t2_t1	0.032117680429441325	0.8999999999999999
norm_wmean	RARA	t3_t2	0.9118926424277238	0.88
norm_wmean	RARA	t4_t3	1.8068941088809223	0.2
norm_wmean	RARA	t8_t4	-4.823421847367164	0.02
norm_wmean	RARB	t0.5_t0	1.3610290755683934	0.3
norm_wmean	RARB	t1_t0.5	2.151678308676912	0.14
norm_wmean	RARB	t2_t1	2.3305702123896395	0.14
norm_wmean	RARB	t3_t2	2.1225329395388735	0.08
norm_wmean	RARB	t4_t3	0.3189108413506771	0.3600000000000001
norm_wmean	RARB	t8_t4	-3.3418570479552727	0.02
norm_wmean	RARG	t0.5_t0	0.3210747001769519	0.17999999999999994
norm_wmean	RARG	t1_t0.5	-1.3443366237165917	0.4
norm_wmean	RARG	t2_t1	-2.6739664754197756	0.06
norm_wmean	RARG	t3_t2	-0.6468215717979131	0.94
norm_wmean	RARG	t4_t3	0.9366717019513096	0.72
norm_wmean	RARG	t8_t4	0.34344039632564405	0.76
norm_wmean	RBPJ	t0.5_t0	6.081374087206736	0.02
norm_wmean	RBPJ	t1_t0.5	-0.43427437925994633	0.78
norm_wmean	RBPJ	t2_t1	-1.347024380604836	0.12
norm_wmean	RBPJ	t3_t2	-2.955195734584464	0.02
norm_wmean	RBPJ	t4_t3	-0.82816530801926	0.54
norm_wmean	RBPJ	t8_t4	-0.3030373961061001	0.41999999999999993
norm_wmean	REL	t0.5_t0	3.4606470094420745	0.02
norm_wmean	REL	t1_t0.5	-2.3850246118998326	0.04
norm_wmean	REL	t2_t1	-0.9937402873337738	0.5
norm_wmean	REL	t3_t2	0.6506390787173184	0.96
norm_wmean	REL	t4_t3	1.1214801932163876	0.84
norm_wmean	REL	t8_t4	-0.9965346478553415	0.78
norm_wmean	RELA	t0.5_t0	9.56956203231978	0.02
norm_wmean	RELA	t1_t0.5	-0.8119953398654638	0.64
norm_wmean	RELA	t2_t1	-0.7594270348703795	0.32
norm_wmean	RELA	t3_t2	-1.042835393526671	0.42
norm_wmean	RELA	t4_t3	-1.7290033678263275	0.12
norm_wmean	RELA	t8_t4	-4.481705095067161	0.02
norm_wmean	RELB	t0.5_t0	2.0900726430943886	0.8200000000000001
norm_wmean	RELB	t1_t0.5	-1.8510557680530968	0.14
norm_wmean	RELB	t2_t1	2.8351532674824593	0.28
norm_wmean	RELB	t3_t2	1.6837385055546175	0.28
norm_wmean	RELB	t4_t3	-1.227217860860291	0.3
norm_wmean	RELB	t8_t4	-5.206983429678175	0.02
norm_wmean	REST	t0.5_t0	0.8316217594898174	0.8400000000000001
norm_wmean	REST	t1_t0.5	0.27073301123827276	0.3999999999999999
norm_wmean	REST	t2_t1	1.3193191725140534	0.88
norm_wmean	REST	t3_t2	-0.39501957279487254	0.8999999999999999
norm_wmean	REST	t4_t3	0.6742571657434481	0.8600000000000001
norm_wmean	REST	t8_t4	-1.1594590423722786	0.84
norm_wmean	RFX1	t0.5_t0	-2.80841471017296	0.02
norm_wmean	RFX1	t1_t0.5	-0.6809228318883028	0.78
norm_wmean	RFX1	t2_t1	1.5881358698497845	0.8
norm_wmean	RFX1	t3_t2	0.5924132598918982	0.8400000000000001
norm_wmean	RFX1	t4_t3	1.3674231376300745	0.5
norm_wmean	RFX1	t8_t4	-2.2308322895827026	0.24
norm_wmean	RFX5	t0.5_t0	1.6577200726760988	0.41999999999999993
norm_wmean	RFX5	t1_t0.5	-1.8449170595944318	0.06
norm_wmean	RFX5	t2_t1	1.553599956997663	0.28
norm_wmean	RFX5	t3_t2	-0.360182455212176	0.98
norm_wmean	RFX5	t4_t3	0.3202095815639431	0.28
norm_wmean	RFX5	t8_t4	0.4925374542260605	0.8
norm_wmean	RUNX1	t0.5_t0	2.3023422954947446	0.040000000000000036
norm_wmean	RUNX1	t1_t0.5	0.2211608220281017	0.3400000000000001
norm_wmean	RUNX1	t2_t1	3.664913073346695	0.56
norm_wmean	RUNX1	t3_t2	-0.20454233225841914	1
norm_wmean	RUNX1	t4_t3	-0.658277688097485	0.66
norm_wmean	RUNX1	t8_t4	-5.060800262923204	0.06
norm_wmean	RUNX2	t0.5_t0	1.8474550785087374	0.8600000000000001
norm_wmean	RUNX2	t1_t0.5	0.5379282229980232	0.21999999999999997
norm_wmean	RUNX2	t2_t1	3.1331619651915408	0.26
norm_wmean	RUNX2	t3_t2	-0.026957661669152106	0.48
norm_wmean	RUNX2	t4_t3	-1.524486633660982	0.22
norm_wmean	RUNX2	t8_t4	-1.1857404121580015	0.6599999999999999
norm_wmean	RUNX3	t0.5_t0	0.08367867739119338	0.8400000000000001
norm_wmean	RUNX3	t1_t0.5	-1.0307200894582784	0.4
norm_wmean	RUNX3	t2_t1	1.9086251417874724	0.96
norm_wmean	RUNX3	t3_t2	-0.29512561021818806	0.8400000000000001
norm_wmean	RUNX3	t4_t3	0.04074111650556057	0.020000000000000018
norm_wmean	RUNX3	t8_t4	-0.007493928385084989	0.54
norm_wmean	RXRA	t0.5_t0	-0.369420088627748	0.92
norm_wmean	RXRA	t1_t0.5	-1.3412787107127415	0.28
norm_wmean	RXRA	t2_t1	-0.2138847027807707	0.96
norm_wmean	RXRA	t3_t2	-0.07485181574998448	0.19999999999999996
norm_wmean	RXRA	t4_t3	1.39279853961039	0.66
norm_wmean	RXRA	t8_t4	-1.1205808577953498	0.74
norm_wmean	SATB1	t0.5_t0	-1.0435112794677959	0.3
norm_wmean	SATB1	t1_t0.5	-2.5778013780497857	0.02
norm_wmean	SATB1	t2_t1	-1.2683627224912286	0.18
norm_wmean	SATB1	t3_t2	-1.2020458477502385	0.32
norm_wmean	SATB1	t4_t3	1.0310591043705115	0.38
norm_wmean	SATB1	t8_t4	1.477924955279451	0.14
norm_wmean	SMAD1	t0.5_t0	2.5398282533803873	0.12
norm_wmean	SMAD1	t1_t0.5	-5.167614634620653	0.02
norm_wmean	SMAD1	t2_t1	-0.3946399587675168	0.86
norm_wmean	SMAD1	t3_t2	0.8125345268834846	0.74
norm_wmean	SMAD1	t4_t3	0.7068635864267379	0.8799999999999999
norm_wmean	SMAD1	t8_t4	1.032667218107784	0.32
norm_wmean	SMAD3	t0.5_t0	4.044237246549494	0.02
norm_wmean	SMAD3	t1_t0.5	-0.5076278711650009	0.66
norm_wmean	SMAD3	t2_t1	3.5759083345493736	0.04
norm_wmean	SMAD3	t3_t2	-0.6930611991981971	0.78
norm_wmean	SMAD3	t4_t3	-0.46313819787648486	0.8
norm_wmean	SMAD3	t8_t4	-5.432451263022387	0.02
norm_wmean	SMAD4	t0.5_t0	5.394293521155002	0.02
norm_wmean	SMAD4	t1_t0.5	-3.720499108508798	0.02
norm_wmean	SMAD4	t2_t1	1.6683943305406777	0.98
norm_wmean	SMAD4	t3_t2	-2.574918114125197	0.02
norm_wmean	SMAD4	t4_t3	-1.1093944133290936	0.46
norm_wmean	SMAD4	t8_t4	-1.5659274142200568	0.6
norm_wmean	SMAD5	t0.5_t0	-0.9131434346680061	0.44
norm_wmean	SMAD5	t1_t0.5	-2.4064409195026055	0.04
norm_wmean	SMAD5	t2_t1	0.42095179488238765	0.41999999999999993
norm_wmean	SMAD5	t3_t2	-1.046051962958116	0.36
norm_wmean	SMAD5	t4_t3	-0.5308687379426051	0.98
norm_wmean	SMAD5	t8_t4	1.7803775779852482	0.1
norm_wmean	SOX2	t0.5_t0	2.7171138367495593	0.020000000000000018
norm_wmean	SOX2	t1_t0.5	-0.6323735927417156	0.58
norm_wmean	SOX2	t2_t1	1.188300509629545	0.21999999999999997
norm_wmean	SOX2	t3_t2	-3.553404160601592	0.02
norm_wmean	SOX2	t4_t3	-3.0524651448704225	0.02
norm_wmean	SOX2	t8_t4	-1.6958762030131227	0.06000000000000005
norm_wmean	SOX6	t0.5_t0	2.0213148604069198	0.7
norm_wmean	SOX6	t1_t0.5	-1.1651644532857741	0.32
norm_wmean	SOX6	t2_t1	-1.4857477653032416	0.14
norm_wmean	SOX6	t3_t2	1.1202789134036226	0.6
norm_wmean	SOX6	t4_t3	1.3671884261710414	0.34
norm_wmean	SOX6	t8_t4	0.4324601195366649	0.76
norm_wmean	SOX9	t0.5_t0	4.30595468978663	0.02
norm_wmean	SOX9	t1_t0.5	-1.407845629357047	0.2
norm_wmean	SOX9	t2_t1	-1.63820483817954	0.08
norm_wmean	SOX9	t3_t2	0.7328692128156632	0.5
norm_wmean	SOX9	t4_t3	0.19474417620303647	0.06000000000000005
norm_wmean	SOX9	t8_t4	-1.3282913541836001	0.74
norm_wmean	SP1	t0.5_t0	9.698255981048646	0.02
norm_wmean	SP1	t1_t0.5	0.2500495921201421	0.32000000000000006
norm_wmean	SP1	t2_t1	0.8643446815182794	0.3600000000000001
norm_wmean	SP1	t3_t2	0.5780755675531394	0.3600000000000001
norm_wmean	SP1	t4_t3	-1.413691862312396	0.2
norm_wmean	SP1	t8_t4	-5.16709235513715	0.02
norm_wmean	SP2	t0.5_t0	-0.8549924738837882	0.44
norm_wmean	SP2	t1_t0.5	-1.006462406390902	0.4
norm_wmean	SP2	t2_t1	-0.7256352734789782	0.68
norm_wmean	SP2	t3_t2	-1.1776251025294897	0.56
norm_wmean	SP2	t4_t3	0.49512938547155094	0.6000000000000001
norm_wmean	SP2	t8_t4	1.8220922297721065	0.1
norm_wmean	SP3	t0.5_t0	5.178768918921331	0.02
norm_wmean	SP3	t1_t0.5	2.435315543951658	0.12
norm_wmean	SP3	t2_t1	1.6960772565983229	0.98
norm_wmean	SP3	t3_t2	0.86598534296415	1
norm_wmean	SP3	t4_t3	-2.135104863014645	0.06
norm_wmean	SP3	t8_t4	-3.9816819767044715	0.02
norm_wmean	SP4	t0.5_t0	0.9240454326732722	0.3999999999999999
norm_wmean	SP4	t1_t0.5	0.9745587922161252	0.98
norm_wmean	SP4	t2_t1	1.0852192803085288	0.3799999999999999
norm_wmean	SP4	t3_t2	-0.09165330105364496	0.28
norm_wmean	SP4	t4_t3	-1.5041475274328433	0.18
norm_wmean	SP4	t8_t4	-3.5192134502615318	0.02
norm_wmean	SPI1	t0.5_t0	2.7710523858024203	0.020000000000000018
norm_wmean	SPI1	t1_t0.5	-1.128975596764363	0.28
norm_wmean	SPI1	t2_t1	3.4754647359541244	0.08000000000000007
norm_wmean	SPI1	t3_t2	-3.9969532031160107	0.02
norm_wmean	SPI1	t4_t3	-3.80448559021085	0.02
norm_wmean	SPI1	t8_t4	-2.4868795799183308	0.1200000000000001
norm_wmean	SPIB	t0.5_t0	0.5559633595457554	0.28
norm_wmean	SPIB	t1_t0.5	-0.15085631890317447	0.17999999999999994
norm_wmean	SPIB	t2_t1	-0.4084521086263777	0.7
norm_wmean	SPIB	t3_t2	-2.482957093039849	0.02
norm_wmean	SPIB	t4_t3	1.4116870874015712	0.36
norm_wmean	SPIB	t8_t4	-0.26750244517091576	0.45999999999999996
norm_wmean	SREBF1	t0.5_t0	1.7262225696830198	0.78
norm_wmean	SREBF1	t1_t0.5	0.6814624509672955	0.8600000000000001
norm_wmean	SREBF1	t2_t1	-2.048828288538899	0.06
norm_wmean	SREBF1	t3_t2	-1.51445425786081	0.16
norm_wmean	SREBF1	t4_t3	0.7664271913774561	0.86
norm_wmean	SREBF1	t8_t4	1.2528961989079512	0.34
norm_wmean	SREBF2	t0.5_t0	1.5384550018555048	0.24
norm_wmean	SREBF2	t1_t0.5	-0.360706167673702	0.8999999999999999
norm_wmean	SREBF2	t2_t1	1.6232685181210134	0.62
norm_wmean	SREBF2	t3_t2	-0.8251193243448526	0.78
norm_wmean	SREBF2	t4_t3	0.8978813018673117	0.94
norm_wmean	SREBF2	t8_t4	-1.488670735621325	0.54
norm_wmean	SRF	t0.5_t0	14.189989009604735	0.02
norm_wmean	SRF	t1_t0.5	1.4138754148797166	0.44
norm_wmean	SRF	t2_t1	-2.059011497296881	0.04
norm_wmean	SRF	t3_t2	-1.80740145602509	0.1
norm_wmean	SRF	t4_t3	0.38382092246000765	0.28
norm_wmean	SRF	t8_t4	-10.840002020126848	0.02
norm_wmean	STAT1	t0.5_t0	6.780003328451265	0.1399999999999999
norm_wmean	STAT1	t1_t0.5	-3.324124715868854	0.02
norm_wmean	STAT1	t2_t1	1.9075298973670889	0.040000000000000036
norm_wmean	STAT1	t3_t2	-3.8494185609381253	0.02
norm_wmean	STAT1	t4_t3	-2.307270376680044	0.02
norm_wmean	STAT1	t8_t4	-3.6774873106044272	0.06000000000000005
norm_wmean	STAT2	t0.5_t0	1.157065122139907	0.1200000000000001
norm_wmean	STAT2	t1_t0.5	-3.529438025256124	0.02
norm_wmean	STAT2	t2_t1	-0.7404966931368171	0.42
norm_wmean	STAT2	t3_t2	-0.8136329303841375	0.54
norm_wmean	STAT2	t4_t3	0.6327845508870471	0.5800000000000001
norm_wmean	STAT2	t8_t4	1.9887959916341431	0.02
norm_wmean	STAT3	t0.5_t0	9.884291918288328	0.02
norm_wmean	STAT3	t1_t0.5	-1.3289465858814817	0.18
norm_wmean	STAT3	t2_t1	2.237747444802671	0.8600000000000001
norm_wmean	STAT3	t3_t2	-1.0999557282921109	0.46
norm_wmean	STAT3	t4_t3	-3.418945222821771	0.02
norm_wmean	STAT3	t8_t4	-4.522877562962652	0.02
norm_wmean	STAT4	t0.5_t0	2.718872676666056	0.02
norm_wmean	STAT4	t1_t0.5	4.2266080352541495	0.02
norm_wmean	STAT4	t2_t1	-2.6487462054526905	0.02
norm_wmean	STAT4	t3_t2	1.1196935589322201	0.52
norm_wmean	STAT4	t4_t3	-0.7395082369539281	0.98
norm_wmean	STAT4	t8_t4	-0.4924081552583985	0.6399999999999999
norm_wmean	STAT5A	t0.5_t0	3.204893877895947	0.16
norm_wmean	STAT5A	t1_t0.5	-0.5917235503025604	0.8
norm_wmean	STAT5A	t2_t1	3.007358304421031	0.38
norm_wmean	STAT5A	t3_t2	-1.425117162501143	0.2
norm_wmean	STAT5A	t4_t3	-2.265132777155269	0.02
norm_wmean	STAT5A	t8_t4	-5.73731131667287	0.02
norm_wmean	STAT5B	t0.5_t0	3.392640465054087	0.2
norm_wmean	STAT5B	t1_t0.5	1.8709254778940765	0.2
norm_wmean	STAT5B	t2_t1	2.2850586370782815	0.94
norm_wmean	STAT5B	t3_t2	0.6612881062257663	0.7
norm_wmean	STAT5B	t4_t3	-1.4076424539730403	0.3
norm_wmean	STAT5B	t8_t4	-8.182460692119768	0.02
norm_wmean	STAT6	t0.5_t0	1.1983319524077694	0.56
norm_wmean	STAT6	t1_t0.5	0.07206125560572006	0.17999999999999994
norm_wmean	STAT6	t2_t1	0.18335285122103148	0.1399999999999999
norm_wmean	STAT6	t3_t2	-0.1210156455586138	0.040000000000000036
norm_wmean	STAT6	t4_t3	-0.009003306052795097	0.06000000000000005
norm_wmean	STAT6	t8_t4	-1.3207830933686835	0.86
norm_wmean	TAL1	t0.5_t0	1.211239342239341	0.24
norm_wmean	TAL1	t1_t0.5	-0.8300440217639261	0.36
norm_wmean	TAL1	t2_t1	4.385904509326916	0.56
norm_wmean	TAL1	t3_t2	-2.751566929764327	0.02
norm_wmean	TAL1	t4_t3	-3.0586839942382174	0.02
norm_wmean	TAL1	t8_t4	-5.486313123302455	0.42
norm_wmean	TBP	t0.5_t0	6.761690791490585	0.02
norm_wmean	TBP	t1_t0.5	-0.9552737631945459	0.36
norm_wmean	TBP	t2_t1	-0.31403916205239035	0.9
norm_wmean	TBP	t3_t2	-1.5062708578572144	0.26
norm_wmean	TBP	t4_t3	-1.4617088773262348	0.26
norm_wmean	TBP	t8_t4	-2.5223418573166234	0.08
norm_wmean	TBX21	t0.5_t0	1.2088778193163516	0.08000000000000007
norm_wmean	TBX21	t1_t0.5	-0.25639084957965114	0.8600000000000001
norm_wmean	TBX21	t2_t1	-0.9714900156983877	0.28
norm_wmean	TBX21	t3_t2	-0.9238684749205697	0.42
norm_wmean	TBX21	t4_t3	1.5991697457395646	0.3
norm_wmean	TBX21	t8_t4	-0.2914828261876558	0.56
norm_wmean	TCF3	t0.5_t0	0.3657832290317763	0.6399999999999999
norm_wmean	TCF3	t1_t0.5	-1.1209702671684996	0.5
norm_wmean	TCF3	t2_t1	4.564843111205845	0.12
norm_wmean	TCF3	t3_t2	1.3891156236486473	0.48
norm_wmean	TCF3	t4_t3	0.5760825408013127	0.6000000000000001
norm_wmean	TCF3	t8_t4	-5.196228334848023	0.02
norm_wmean	TCF4	t0.5_t0	1.3373237416001738	0.6200000000000001
norm_wmean	TCF4	t1_t0.5	1.2801741305250245	0.48
norm_wmean	TCF4	t2_t1	0.7261652744605822	0.08000000000000007
norm_wmean	TCF4	t3_t2	-0.3149750504415872	0.6200000000000001
norm_wmean	TCF4	t4_t3	-2.625320879004786	0.02
norm_wmean	TCF4	t8_t4	-7.168029119695915	0.02
norm_wmean	TCF7	t0.5_t0	2.2555687543136873	0.94
norm_wmean	TCF7	t1_t0.5	0.9811290326736527	0.86
norm_wmean	TCF7	t2_t1	1.7894298029041436	0.8600000000000001
norm_wmean	TCF7	t3_t2	0.4031125487917746	0.3400000000000001
norm_wmean	TCF7	t4_t3	-1.4405023275864959	0.26
norm_wmean	TCF7	t8_t4	-3.275571047255323	0.1
norm_wmean	TCF7L1	t0.5_t0	6.294010176712966	0.02
norm_wmean	TCF7L1	t1_t0.5	2.6447431830131953	0.02
norm_wmean	TCF7L1	t2_t1	-0.048356671700674245	0.41999999999999993
norm_wmean	TCF7L1	t3_t2	-0.6882906714108433	0.94
norm_wmean	TCF7L1	t4_t3	-1.773768697035197	0.18
norm_wmean	TCF7L1	t8_t4	-5.237281822487777	0.02
norm_wmean	TCF7L2	t0.5_t0	6.123930869516899	0.02
norm_wmean	TCF7L2	t1_t0.5	1.115822697600134	0.84
norm_wmean	TCF7L2	t2_t1	0.6010648426986503	0.08000000000000007
norm_wmean	TCF7L2	t3_t2	-0.24653485919690976	0.54
norm_wmean	TCF7L2	t4_t3	-2.5860146977175344	0.02
norm_wmean	TCF7L2	t8_t4	-7.152148244373966	0.02
norm_wmean	TEAD1	t0.5_t0	1.8282912939642684	0.19999999999999996
norm_wmean	TEAD1	t1_t0.5	-0.21244232827460807	0.76
norm_wmean	TEAD1	t2_t1	4.689249980986122	0.3
norm_wmean	TEAD1	t3_t2	-0.7108842090452366	0.94
norm_wmean	TEAD1	t4_t3	-2.2092198827003395	0.04
norm_wmean	TEAD1	t8_t4	-5.513533243806964	0.02
norm_wmean	TEAD2	t0.5_t0	2.1134581206682888	0.22
norm_wmean	TEAD2	t1_t0.5	0.5994004168269532	0.96
norm_wmean	TEAD2	t2_t1	2.045601818820554	0.36
norm_wmean	TEAD2	t3_t2	1.1980073863427898	0.52
norm_wmean	TEAD2	t4_t3	0.37089656254882286	0.19999999999999996
norm_wmean	TEAD2	t8_t4	-4.202377036299955	0.02
norm_wmean	TEAD4	t0.5_t0	4.02075334398571	0.14
norm_wmean	TEAD4	t1_t0.5	-0.7839142798273654	0.52
norm_wmean	TEAD4	t2_t1	3.681669982028384	0.1
norm_wmean	TEAD4	t3_t2	0.842632971347161	0.96
norm_wmean	TEAD4	t4_t3	-0.9272662906937552	0.62
norm_wmean	TEAD4	t8_t4	-5.118283260876754	0.02
norm_wmean	TFAP2A	t0.5_t0	7.58086098832725	0.02
norm_wmean	TFAP2A	t1_t0.5	-1.9759385414155315	0.1
norm_wmean	TFAP2A	t2_t1	-0.04336743739621005	1
norm_wmean	TFAP2A	t3_t2	0.02863619253108213	0.08000000000000007
norm_wmean	TFAP2A	t4_t3	1.356468533048112	0.62
norm_wmean	TFAP2A	t8_t4	-2.856518190991584	0.12
norm_wmean	TFAP4	t0.5_t0	1.3662304262555238	0.74
norm_wmean	TFAP4	t1_t0.5	0.5219323981752639	0.45999999999999996
norm_wmean	TFAP4	t2_t1	4.2751304854516885	0.02
norm_wmean	TFAP4	t3_t2	-2.84116111687415	0.04
norm_wmean	TFAP4	t4_t3	-2.011394611741443	0.08
norm_wmean	TFAP4	t8_t4	-2.4627376175551037	0.12
norm_wmean	TFDP1	t0.5_t0	-1.4732807887669723	0.1
norm_wmean	TFDP1	t1_t0.5	-0.01408887306036249	0.1200000000000001
norm_wmean	TFDP1	t2_t1	-0.9362084801794046	0.42
norm_wmean	TFDP1	t3_t2	1.9676648178986964	0.26
norm_wmean	TFDP1	t4_t3	-1.239533881024969	0.34
norm_wmean	TFDP1	t8_t4	2.411116689046621	0.02
norm_wmean	TP53	t0.5_t0	6.170226072376425	0.06
norm_wmean	TP53	t1_t0.5	-4.175870201339602	0.02
norm_wmean	TP53	t2_t1	0.3198307333440972	0.74
norm_wmean	TP53	t3_t2	-1.6584675931879904	0.2
norm_wmean	TP53	t4_t3	0.1193193188527715	0.43999999999999995
norm_wmean	TP53	t8_t4	-3.603077672958993	0.44
norm_wmean	TP63	t0.5_t0	3.3721674435100524	0.46
norm_wmean	TP63	t1_t0.5	-1.8218954310696953	0.12
norm_wmean	TP63	t2_t1	4.35743829217614	0.04
norm_wmean	TP63	t3_t2	-7.054249299732502e-4	0.08000000000000007
norm_wmean	TP63	t4_t3	-0.6598936754949077	0.8
norm_wmean	TP63	t8_t4	-2.792610568293265	0.08
norm_wmean	TP73	t0.5_t0	1.4811659314600254	0.8
norm_wmean	TP73	t1_t0.5	-2.778001663290407	0.08
norm_wmean	TP73	t2_t1	-0.6077539915921129	0.62
norm_wmean	TP73	t3_t2	-0.3105369948976318	0.7
norm_wmean	TP73	t4_t3	2.8211717335896545	0.04
norm_wmean	TP73	t8_t4	-0.4793170732271259	0.32000000000000006
norm_wmean	TWIST1	t0.5_t0	1.9992166331756753	0.92
norm_wmean	TWIST1	t1_t0.5	-1.606719705411637	0.06
norm_wmean	TWIST1	t2_t1	0.07932526002639598	0.6200000000000001
norm_wmean	TWIST1	t3_t2	1.049448030868374	0.48
norm_wmean	TWIST1	t4_t3	2.094301433990436	0.1
norm_wmean	TWIST1	t8_t4	-2.72500903754236	0.06
norm_wmean	USF1	t0.5_t0	2.739685839318152	0.9199999999999999
norm_wmean	USF1	t1_t0.5	1.8995279068776854	0.14
norm_wmean	USF1	t2_t1	1.2910305641335167	0.56
norm_wmean	USF1	t3_t2	-1.2236004501062412	0.26
norm_wmean	USF1	t4_t3	1.0778865631593628	0.62
norm_wmean	USF1	t8_t4	-1.3888930023480999	0.74
norm_wmean	USF2	t0.5_t0	3.4552574336576867	0.44
norm_wmean	USF2	t1_t0.5	-1.5549997646970544	0.12
norm_wmean	USF2	t2_t1	1.5919370539997568	0.24
