statistic	source	condition	score	p_value
norm_wmean	HIF1A	t0.5_t0	8.194391684942222	0.02
norm_wmean	HIF1A	t1_t0.5	-1.0300316417581608	0.34
norm_wmean	HIF1A	t2_t1	-0.37064364440745134	0.74
norm_wmean	HIF1A	t3_t2	-4.494117330724674	0.02
norm_wmean	HIF1A	t4_t3	-3.5979231781507246	0.02
norm_wmean	HIF1A	t8_t4	-1.847203472871644	0.17999999999999994
norm_wmean	HINFP	t0.5_t0	-0.13973114503462747	0.8
norm_wmean	HINFP	t1_t0.5	0.988465130245891	0.72
norm_wmean	HINFP	t2_t1	-0.32167307210794677	0.88
norm_wmean	HINFP	t3_t2	-0.6693344178290597	0.92
norm_wmean	HINFP	t4_t3	0.24241124164451822	0.040000000000000036
norm_wmean	HINFP	t8_t4	1.487841311336435	0.16
norm_wmean	HNF1B	t0.5_t0	-0.0871620489871976	0.8799999999999999
norm_wmean	HNF1B	t1_t0.5	1.0471284048410856	0.66
norm_wmean	HNF1B	t2_t1	-0.3214855534122089	0.94
norm_wmean	HNF1B	t3_t2	-1.4125220425555736	0.22
norm_wmean	HNF1B	t4_t3	-1.0949358809735936	0.38
norm_wmean	HNF1B	t8_t4	-1.7881563603729222	0.34
norm_wmean	HNF4A	t0.5_t0	6.07342347364202	0.17999999999999994
norm_wmean	HNF4A	t1_t0.5	-1.4003926209671194	0.14
norm_wmean	HNF4A	t2_t1	5.708701807955159	0.45999999999999996
norm_wmean	HNF4A	t3_t2	-2.916942711359582	0.02
norm_wmean	HNF4A	t4_t3	0.9899840648525782	0.54
norm_wmean	HNF4A	t8_t4	-6.5918521048620224	0.02
norm_wmean	HOXA9	t0.5_t0	-0.013517111402126053	0.8799999999999999
norm_wmean	HOXA9	t1_t0.5	-1.270030766162369	0.22
norm_wmean	HOXA9	t2_t1	0.5747551707894691	0.24
norm_wmean	HOXA9	t3_t2	-2.1166903986691183	0.02
norm_wmean	HOXA9	t4_t3	-1.1983439692103535	0.5
norm_wmean	HOXA9	t8_t4	2.8383808730856734	0.02
norm_wmean	HOXB7	t0.5_t0	0.36993642756586226	0.15999999999999992
norm_wmean	HOXB7	t1_t0.5	1.0980956411832308	0.42
norm_wmean	HOXB7	t2_t1	0.7078532059429468	0.72
norm_wmean	HOXB7	t3_t2	-1.1353124014937823	0.48
norm_wmean	HOXB7	t4_t3	-1.3827028616390877	0.24
norm_wmean	HOXB7	t8_t4	-0.5225518234741653	0.8200000000000001
norm_wmean	HSF1	t0.5_t0	-0.1525564894748279	0.82
norm_wmean	HSF1	t1_t0.5	-0.25046872627893446	0.72
norm_wmean	HSF1	t2_t1	2.870499481835344	0.38
norm_wmean	HSF1	t3_t2	2.3059990637041765	0.08
norm_wmean	HSF1	t4_t3	1.6294007260431635	0.54
norm_wmean	HSF1	t8_t4	-2.4137491119108425	0.38
norm_wmean	IKZF1	t0.5_t0	1.2684692019909654	0.45999999999999996
norm_wmean	IKZF1	t1_t0.5	-2.0581576296763084	0.04
norm_wmean	IKZF1	t2_t1	3.11359483796975	0.14
norm_wmean	IKZF1	t3_t2	-1.1488106636573117	0.38
norm_wmean	IKZF1	t4_t3	-1.495724105236682	0.16
norm_wmean	IKZF1	t8_t4	-0.990076511414773	0.78
norm_wmean	IRF1	t0.5_t0	3.4887722230250895	0.06
norm_wmean	IRF1	t1_t0.5	-3.64986599568882	0.02
norm_wmean	IRF1	t2_t1	0.14444107402427178	0.8799999999999999
norm_wmean	IRF1	t3_t2	-0.38560095323850196	0.9199999999999999
norm_wmean	IRF1	t4_t3	0.1726121731022418	0.020000000000000018
norm_wmean	IRF1	t8_t4	1.04895623905797	0.36
norm_wmean	IRF2	t0.5_t0	1.8298256755373354	0.8
norm_wmean	IRF2	t1_t0.5	-3.5826294696623604	0.02
norm_wmean	IRF2	t2_t1	-2.8146743456738186	0.02
norm_wmean	IRF2	t3_t2	-0.3306123965954486	0.98
norm_wmean	IRF2	t4_t3	-1.195873800288882	0.34
norm_wmean	IRF2	t8_t4	4.361339381834342	0.02
norm_wmean	IRF3	t0.5_t0	-0.5639271981140792	0.58
norm_wmean	IRF3	t1_t0.5	-1.3440742664474112	0.28
norm_wmean	IRF3	t2_t1	-0.10102701592268326	0.9
norm_wmean	IRF3	t3_t2	-0.9974230711545357	0.48
norm_wmean	IRF3	t4_t3	2.2376800179163996	0.1
norm_wmean	IRF3	t8_t4	1.268762567335495	0.24
norm_wmean	IRF4	t0.5_t0	3.125516808355403	0.46
norm_wmean	IRF4	t1_t0.5	-1.4857131665511292	0.18
norm_wmean	IRF4	t2_t1	0.6265726679376977	0.19999999999999996
norm_wmean	IRF4	t3_t2	-0.4371529082510417	0.98
norm_wmean	IRF4	t4_t3	1.0372805284303108	0.7
norm_wmean	IRF4	t8_t4	-0.9546132602261675	0.3799999999999999
norm_wmean	IRF8	t0.5_t0	0.4974659364709652	0.3400000000000001
norm_wmean	IRF8	t1_t0.5	1.6676809957843666	0.22
norm_wmean	IRF8	t2_t1	0.44264961279886356	0.43999999999999995
norm_wmean	IRF8	t3_t2	-2.025727155330283	0.12
norm_wmean	IRF8	t4_t3	-8.850425023926548e-4	0.1200000000000001
norm_wmean	IRF8	t8_t4	-1.0084296491102427	0.62
norm_wmean	IRF9	t0.5_t0	1.2721713147494018	0.3600000000000001
norm_wmean	IRF9	t1_t0.5	-0.45208939261387165	0.94
norm_wmean	IRF9	t2_t1	-0.8665294545613436	0.34
norm_wmean	IRF9	t3_t2	-1.9950100269757927	0.06
norm_wmean	IRF9	t4_t3	-0.19610612045859097	0.43999999999999995
norm_wmean	IRF9	t8_t4	0.8080875344392554	0.52
norm_wmean	JUN	t0.5_t0	9.463833302422783	0.02
norm_wmean	JUN	t1_t0.5	2.037837702977446	0.16
norm_wmean	JUN	t2_t1	-0.9021448491124381	0.32
norm_wmean	JUN	t3_t2	-0.7302166793919896	0.64
norm_wmean	JUN	t4_t3	-2.8610558208941317	0.02
norm_wmean	JUN	t8_t4	-6.598417650177106	0.02
norm_wmean	JUNB	t0.5_t0	9.23153433160167	0.02
norm_wmean	JUNB	t1_t0.5	-2.4464180501878623	0.04
norm_wmean	JUNB	t2_t1	-2.3585755411988187	0.04
norm_wmean	JUNB	t3_t2	-2.5256003679399903	0.02
norm_wmean	JUNB	t4_t3	-1.3601637340728692	0.28
norm_wmean	JUNB	t8_t4	-2.7050133368164	0.08
norm_wmean	JUND	t0.5_t0	7.24777561086806	0.02
norm_wmean	JUND	t1_t0.5	-1.2071096425739425	0.42
norm_wmean	JUND	t2_t1	-1.2608385043475667	0.18
norm_wmean	JUND	t3_t2	0.4149829879358556	0.30000000000000004
norm_wmean	JUND	t4_t3	-0.840335958402886	0.52
norm_wmean	JUND	t8_t4	-4.375900359907703	0.02
norm_wmean	KDM5B	t0.5_t0	5.058766288589703	0.02
norm_wmean	KDM5B	t1_t0.5	-0.7298631849889002	0.7
norm_wmean	KDM5B	t2_t1	2.9904164662258848	0.04
norm_wmean	KDM5B	t3_t2	0.8689859528192648	0.64
norm_wmean	KDM5B	t4_t3	-1.5018548807201677	0.18
norm_wmean	KDM5B	t8_t4	-3.643730071040891	0.02
norm_wmean	KLF1	t0.5_t0	2.9799052243790936	0.36
norm_wmean	KLF1	t1_t0.5	-1.3611911237529615	0.2
norm_wmean	KLF1	t2_t1	1.8835723213294238	0.8799999999999999
norm_wmean	KLF1	t3_t2	0.4719334254993759	0.15999999999999992
norm_wmean	KLF1	t4_t3	1.8026934703549347	0.2
norm_wmean	KLF1	t8_t4	-3.035589007591505	0.08
norm_wmean	KLF13	t0.5_t0	1.784847896616136	0.9
norm_wmean	KLF13	t1_t0.5	-2.357573794424388	0.02
norm_wmean	KLF13	t2_t1	2.2773941910955813	0.46
norm_wmean	KLF13	t3_t2	0.8891633390609567	0.96
norm_wmean	KLF13	t4_t3	1.1382915253416335	0.94
norm_wmean	KLF13	t8_t4	-3.8414306423428366	0.02
norm_wmean	KLF4	t0.5_t0	6.9741717428839545	0.02
norm_wmean	KLF4	t1_t0.5	1.6867712677707538	0.28
norm_wmean	KLF4	t2_t1	1.0331472473426297	0.78
norm_wmean	KLF4	t3_t2	-1.0319306784145845	0.52
norm_wmean	KLF4	t4_t3	-0.1550920504643426	0.26
norm_wmean	KLF4	t8_t4	-8.098326219287042	0.02
norm_wmean	KLF5	t0.5_t0	3.6600988883822274	0.08
norm_wmean	KLF5	t1_t0.5	-0.9219770995257893	0.42
norm_wmean	KLF5	t2_t1	-0.6152944401484446	0.48
norm_wmean	KLF5	t3_t2	3.2602590511368157	0.04
norm_wmean	KLF5	t4_t3	2.019529455347253	0.2
norm_wmean	KLF5	t8_t4	-5.10386934633597	0.02
norm_wmean	KLF6	t0.5_t0	5.584002027172913	0.02
norm_wmean	KLF6	t1_t0.5	0.18096020871837645	0.06000000000000005
norm_wmean	KLF6	t2_t1	1.659808373974124	1
norm_wmean	KLF6	t3_t2	-0.64582701744711	0.78
norm_wmean	KLF6	t4_t3	-2.248367329336342	0.06
norm_wmean	KLF6	t8_t4	-6.498687905512512	0.02
norm_wmean	KMT2A	t0.5_t0	0.7956138063109052	0.17999999999999994
norm_wmean	KMT2A	t1_t0.5	-2.316118762253159	0.04
norm_wmean	KMT2A	t2_t1	-1.156359134638399	0.26
norm_wmean	KMT2A	t3_t2	-2.0235785018689207	0.04
norm_wmean	KMT2A	t4_t3	-2.6011221667077953	0.02
norm_wmean	KMT2A	t8_t4	0.08208036846361479	0.8799999999999999
norm_wmean	LEF1	t0.5_t0	6.861995423943282	0.02
norm_wmean	LEF1	t1_t0.5	3.060974512405263	0.02
norm_wmean	LEF1	t2_t1	0.8726552253073407	0.26
norm_wmean	LEF1	t3_t2	0.9732044124006535	0.86
norm_wmean	LEF1	t4_t3	-0.8083188092954379	0.68
norm_wmean	LEF1	t8_t4	-4.803281142488371	0.02
norm_wmean	LYL1	t0.5_t0	1.778667474155219	0.45999999999999996
norm_wmean	LYL1	t1_t0.5	1.6883973338390377	0.24
norm_wmean	LYL1	t2_t1	5.162346392040616	0.04
norm_wmean	LYL1	t3_t2	-0.24166858043767311	0.8200000000000001
norm_wmean	LYL1	t4_t3	-1.146223649426346	0.44
norm_wmean	LYL1	t8_t4	-6.342245896385058	0.02
norm_wmean	MAF	t0.5_t0	1.0866337541589135	0.08000000000000007
norm_wmean	MAF	t1_t0.5	0.5405136356751383	0.6000000000000001
norm_wmean	MAF	t2_t1	2.1239293578370515	0.58
norm_wmean	MAF	t3_t2	-0.5488433440766491	0.8
norm_wmean	MAF	t4_t3	-0.4110677693019421	0.6000000000000001
norm_wmean	MAF	t8_t4	-2.7533831954953647	0.16
norm_wmean	MAFG	t0.5_t0	0.8101344489551181	0.17999999999999994
norm_wmean	MAFG	t1_t0.5	-0.6691761178615765	0.62
norm_wmean	MAFG	t2_t1	0.5379713782962392	0.1200000000000001
norm_wmean	MAFG	t3_t2	0.5816711993212534	0.5800000000000001
norm_wmean	MAFG	t4_t3	-0.5208976289108247	0.8200000000000001
norm_wmean	MAFG	t8_t4	-1.946511446697894	0.48
norm_wmean	MAFK	t0.5_t0	0.031618017553788076	0.8600000000000001
norm_wmean	MAFK	t1_t0.5	-1.1796174407841769	0.28
norm_wmean	MAFK	t2_t1	1.4785505054223518	0.74
norm_wmean	MAFK	t3_t2	2.061572386261443	0.1
norm_wmean	MAFK	t4_t3	-0.1920127882125561	0.17999999999999994
norm_wmean	MAFK	t8_t4	-5.473594419789698	0.02
norm_wmean	MAX	t0.5_t0	3.647001990116629	0.14
norm_wmean	MAX	t1_t0.5	2.501168064566658	0.04
norm_wmean	MAX	t2_t1	3.4097551318130472	0.08
norm_wmean	MAX	t3_t2	-2.6416982408886596	0.02
norm_wmean	MAX	t4_t3	-1.7245095603300653	0.12
norm_wmean	MAX	t8_t4	-5.607407860473914	0.02
norm_wmean	MAZ	t0.5_t0	2.0911908051167822	0.56
norm_wmean	MAZ	t1_t0.5	-0.6624989680807662	0.56
norm_wmean	MAZ	t2_t1	2.6849342747014378	0.42
norm_wmean	MAZ	t3_t2	0.37603702779133813	0.3799999999999999
norm_wmean	MAZ	t4_t3	-0.25858086110255857	0.8400000000000001
norm_wmean	MAZ	t8_t4	-4.151765583385508	0.02
norm_wmean	MBD1	t0.5_t0	-1.283550713555993	0.26
norm_wmean	MBD1	t1_t0.5	-0.7141721264278271	0.66
norm_wmean	MBD1	t2_t1	1.740170574018914	0.92
norm_wmean	MBD1	t3_t2	0.2174521756119352	0.21999999999999997
norm_wmean	MBD1	t4_t3	2.145022264252732	0.1
norm_wmean	MBD1	t8_t4	0.0856602864625954	0.6799999999999999
norm_wmean	MEF2A	t0.5_t0	5.612517877621283	0.02
norm_wmean	MEF2A	t1_t0.5	-4.573730913360515	0.02
norm_wmean	MEF2A	t2_t1	2.551786251926355	0.5
norm_wmean	MEF2A	t3_t2	-2.234075913926533	0.04
norm_wmean	MEF2A	t4_t3	-1.1356716650160161	0.4
norm_wmean	MEF2A	t8_t4	-4.605064032749955	0.02
norm_wmean	MEF2B	t0.5_t0	5.989667419551258	0.02
norm_wmean	MEF2B	t1_t0.5	-6.462529914863624	0.02
norm_wmean	MEF2B	t2_t1	-2.4138403104374313	0.04
norm_wmean	MEF2B	t3_t2	0.5431956594144794	0.48
norm_wmean	MEF2B	t4_t3	-0.19501158316240738	0.32000000000000006
norm_wmean	MEF2B	t8_t4	-4.174733008809109	0.02
norm_wmean	MEF2C	t0.5_t0	3.322919112970106	0.16
norm_wmean	MEF2C	t1_t0.5	-5.441437273242766	0.02
norm_wmean	MEF2C	t2_t1	5.3894099673353235	0.02
norm_wmean	MEF2C	t3_t2	0.6002997593649384	0.98
norm_wmean	MEF2C	t4_t3	-0.11799244878449489	0.7
norm_wmean	MEF2C	t8_t4	-2.0656049262345304	0.64
norm_wmean	MEIS1	t0.5_t0	0.1998903737718257	0.78
norm_wmean	MEIS1	t1_t0.5	-0.25815867313399044	0.8400000000000001
norm_wmean	MEIS1	t2_t1	-0.27660346992009993	0.76
norm_wmean	MEIS1	t3_t2	-3.135120498757463	0.02
norm_wmean	MEIS1	t4_t3	0.6537381449005566	0.8200000000000001
norm_wmean	MEIS1	t8_t4	-0.3404412070577285	0.45999999999999996
norm_wmean	MEIS2	t0.5_t0	0.7756020905774833	0.1200000000000001
norm_wmean	MEIS2	t1_t0.5	-0.24310707611374321	0.7
norm_wmean	MEIS2	t2_t1	-3.4908398438661616	0.02
norm_wmean	MEIS2	t3_t2	-3.5007035812553373	0.02
norm_wmean	MEIS2	t4_t3	0.9100910164720379	0.7
norm_wmean	MEIS2	t8_t4	2.151331521596015	0.02
norm_wmean	MITF	t0.5_t0	5.66473294932472	0.54
norm_wmean	MITF	t1_t0.5	-1.4745127882120688	0.08
norm_wmean	MITF	t2_t1	4.832354169606243	0.020000000000000018
norm_wmean	MITF	t3_t2	-4.426018290114479	0.02
norm_wmean	MITF	t4_t3	-2.712349260844633	0.02
norm_wmean	MITF	t8_t4	-1.724018399039648	0.08000000000000007
norm_wmean	MNT	t0.5_t0	2.8531147737490765	0.68
norm_wmean	MNT	t1_t0.5	0.8282284744764008	0.9
norm_wmean	MNT	t2_t1	1.9554379730987952	0.6200000000000001
norm_wmean	MNT	t3_t2	0.34876390689133246	0.72
norm_wmean	MNT	t4_t3	1.682927865167983	0.24
norm_wmean	MNT	t8_t4	-4.140457061557235	0.02
norm_wmean	MXI1	t0.5_t0	3.195783682579881	0.5
norm_wmean	MXI1	t1_t0.5	-1.240947131420807	0.26
norm_wmean	MXI1	t2_t1	-0.46659841890210546	0.62
norm_wmean	MXI1	t3_t2	-0.514010730264965	0.94
norm_wmean	MXI1	t4_t3	1.4129344577627676	0.36
norm_wmean	MXI1	t8_t4	-3.5673854588049796	0.02
norm_wmean	MYB	t0.5_t0	2.5460692087667143	0.26
norm_wmean	MYB	t1_t0.5	-0.1317464236874404	0.7
norm_wmean	MYB	t2_t1	1.956706942687763	0.76
norm_wmean	MYB	t3_t2	0.5670652824346554	0.74
norm_wmean	MYB	t4_t3	-2.2191166447397137	0.04
norm_wmean	MYB	t8_t4	-2.0132171293025016	0.22
norm_wmean	MYBL2	t0.5_t0	2.0059587069977525	0.38
norm_wmean	MYBL2	t1_t0.5	-0.8716358739822916	0.44
norm_wmean	MYBL2	t2_t1	-1.3154095205720087	0.2
norm_wmean	MYBL2	t3_t2	1.8098013177050396	0.28
norm_wmean	MYBL2	t4_t3	0.36374682332857805	0.28
norm_wmean	MYBL2	t8_t4	-0.9928591229406466	0.8
norm_wmean	MYC	t0.5_t0	2.279137076601241	0.020000000000000018
norm_wmean	MYC	t1_t0.5	0.650878998012392	0.1200000000000001
norm_wmean	MYC	t2_t1	0.6284442586410707	0.6200000000000001
norm_wmean	MYC	t3_t2	2.493626334343158	0.12
norm_wmean	MYC	t4_t3	-1.521130942361835	0.18
norm_wmean	MYC	t8_t4	2.109454427021322	0.06
norm_wmean	MYCN	t0.5_t0	-0.48870985191651967	0.68
norm_wmean	MYCN	t1_t0.5	0.4946795593784806	0.8
norm_wmean	MYCN	t2_t1	1.6823900768073983	0.72
norm_wmean	MYCN	t3_t2	1.8863055571872551	0.22
norm_wmean	MYCN	t4_t3	1.9981157713599214	0.12
norm_wmean	MYCN	t8_t4	-1.2315496953263794	0.78
norm_wmean	MYOD1	t0.5_t0	0.6284132143439457	0.3400000000000001
norm_wmean	MYOD1	t1_t0.5	-0.8868151402026223	0.6
norm_wmean	MYOD1	t2_t1	1.191239700498579	0.3799999999999999
norm_wmean	MYOD1	t3_t2	-2.0948198175504893	0.06
norm_wmean	MYOD1	t4_t3	2.3401032663050483	0.04
norm_wmean	MYOD1	t8_t4	0.06181410056677277	0.8
norm_wmean	NCOA1	t0.5_t0	-1.683367796236329	0.1
norm_wmean	NCOA1	t1_t0.5	-1.0774552468882408	0.26
norm_wmean	NCOA1	t2_t1	-0.3475745225388152	0.96
norm_wmean	NCOA1	t3_t2	-0.8889897398613874	0.6
norm_wmean	NCOA1	t4_t3	0.0023727073349137555	0.17999999999999994
norm_wmean	NCOA1	t8_t4	-0.8820989155201728	0.8799999999999999
norm_wmean	NCOA2	t0.5_t0	-0.8092227559955311	0.46
norm_wmean	NCOA2	t1_t0.5	-1.0450286275573342	0.36
norm_wmean	NCOA2	t2_t1	-0.19316359801579	1
norm_wmean	NCOA2	t3_t2	-1.3912385103424658	0.3
norm_wmean	NCOA2	t4_t3	-1.3790324447001678	0.36
norm_wmean	NCOA2	t8_t4	0.4777677208276658	0.9
norm_wmean	NCOA3	t0.5_t0	1.4706676059588926	0.96
norm_wmean	NCOA3	t1_t0.5	-1.8138582801777674	0.1
norm_wmean	NCOA3	t2_t1	1.1008716878679772	1
norm_wmean	NCOA3	t3_t2	-2.6740827354696326	0.02
norm_wmean	NCOA3	t4_t3	-2.599081607614356	0.02
norm_wmean	NCOA3	t8_t4	-0.9094204652699491	0.8200000000000001
norm_wmean	NEUROD1	t0.5_t0	2.340114777255059	0.5
norm_wmean	NEUROD1	t1_t0.5	0.6095263654700275	0.8
norm_wmean	NEUROD1	t2_t1	0.8662100488497307	0.32000000000000006
norm_wmean	NEUROD1	t3_t2	-0.7579816053135766	0.84
norm_wmean	NEUROD1	t4_t3	1.1800179370971327	0.56
norm_wmean	NEUROD1	t8_t4	-4.236300261128959	0.02
norm_wmean	NFATC1	t0.5_t0	3.232348143353302	0.04
norm_wmean	NFATC1	t1_t0.5	0.0636955736328044	0.1200000000000001
norm_wmean	NFATC1	t2_t1	-5.003255732549852	0.02
norm_wmean	NFATC1	t3_t2	-3.2808578204315935	0.02
norm_wmean	NFATC1	t4_t3	-1.8689832894488791	0.06
norm_wmean	NFATC1	t8_t4	-1.2484361656717886	0.82
norm_wmean	NFE2L1	t0.5_t0	-0.2698102528610766	0.96
norm_wmean	NFE2L1	t1_t0.5	0.3210801028249529	0.020000000000000018
norm_wmean	NFE2L1	t2_t1	-1.000048416479284	0.26
norm_wmean	NFE2L1	t3_t2	-1.893268916255856	0.12
norm_wmean	NFE2L1	t4_t3	0.22950119658434234	0.30000000000000004
norm_wmean	NFE2L1	t8_t4	-0.2793259063806723	0.17999999999999994
norm_wmean	NFE2L2	t0.5_t0	6.077603019079872	0.02
norm_wmean	NFE2L2	t1_t0.5	-0.7162163368765653	0.7
norm_wmean	NFE2L2	t2_t1	-1.484185161411271	0.12
norm_wmean	NFE2L2	t3_t2	-0.3693347540783218	0.74
norm_wmean	NFE2L2	t4_t3	0.2501675172040609	0.3400000000000001
norm_wmean	NFE2L2	t8_t4	0.39186828479929253	0.66
norm_wmean	NFIC	t0.5_t0	2.9363386010508195	0.5
norm_wmean	NFIC	t1_t0.5	-2.5782062511029618	0.02
norm_wmean	NFIC	t2_t1	2.727713061219681	0.4
norm_wmean	NFIC	t3_t2	2.189499957410222	0.1
norm_wmean	NFIC	t4_t3	2.0782827245333233	0.12
norm_wmean	NFIC	t8_t4	-1.3030869187744762	0.82
norm_wmean	NFKB1	t0.5_t0	9.576950614981314	0.02
norm_wmean	NFKB1	t1_t0.5	-1.7663172406376644	0.14
norm_wmean	NFKB1	t2_t1	1.7406528251900115	0.040000000000000036
norm_wmean	NFKB1	t3_t2	-0.5511946885171103	0.74
norm_wmean	NFKB1	t4_t3	-1.7528953348209912	0.18
norm_wmean	NFKB1	t8_t4	-4.589140057383986	0.06
norm_wmean	NFKB2	t0.5_t0	4.264988829646829	0.04
norm_wmean	NFKB2	t1_t0.5	-1.314562216261791	0.24
norm_wmean	NFKB2	t2_t1	1.6749474501629766	0.68
norm_wmean	NFKB2	t3_t2	0.18396525901157587	0.020000000000000018
norm_wmean	NFKB2	t4_t3	-1.6583227752818333	0.1
norm_wmean	NFKB2	t8_t4	-3.1216335346568638	0.06
norm_wmean	NFYA	t0.5_t0	1.5136598768978022	0.3400000000000001
norm_wmean	NFYA	t1_t0.5	-0.9496287408242363	0.46
norm_wmean	NFYA	t2_t1	-1.7374604384250352	0.1
norm_wmean	NFYA	t3_t2	-1.1081627927529458	0.38
norm_wmean	NFYA	t4_t3	-0.030495328593260245	0.24
norm_wmean	NFYA	t8_t4	1.0400794187135554	0.36
norm_wmean	NFYB	t0.5_t0	1.8483526914013233	0.7
norm_wmean	NFYB	t1_t0.5	-5.183228081687911	0.02
norm_wmean	NFYB	t2_t1	-2.033121394327257	0.06
norm_wmean	NFYB	t3_t2	-0.9208273691902944	0.6
norm_wmean	NFYB	t4_t3	-0.7294619111378285	0.88
norm_wmean	NFYB	t8_t4	1.9845158737897848	0.04
norm_wmean	NR1H2	t0.5_t0	2.4693463930892876	0.1
norm_wmean	NR1H2	t1_t0.5	-0.5002576163052681	0.8999999999999999
norm_wmean	NR1H2	t2_t1	-1.5664613501810072	0.14
norm_wmean	NR1H2	t3_t2	-2.312850688803937	0.04
norm_wmean	NR1H2	t4_t3	-1.790144489706852	0.06
norm_wmean	NR1H2	t8_t4	-0.7104060918180977	0.96
norm_wmean	NR1H3	t0.5_t0	1.4793407230244942	0.22
norm_wmean	NR1H3	t1_t0.5	0.6804587695461981	0.98
norm_wmean	NR1H3	t2_t1	-0.9395524470357212	0.26
norm_wmean	NR1H3	t3_t2	-1.7145172137641	0.16
norm_wmean	NR1H3	t4_t3	-1.9163344076642856	0.1
norm_wmean	NR1H3	t8_t4	-0.9084189078471169	1
norm_wmean	NR2C2	t0.5_t0	-3.573022682947234	0.02
norm_wmean	NR2C2	t1_t0.5	0.9540015201907518	0.98
norm_wmean	NR2C2	t2_t1	0.4364434164522949	0.6200000000000001
norm_wmean	NR2C2	t3_t2	1.6514836407470928	0.28
norm_wmean	NR2C2	t4_t3	0.8896337483472742	0.96
norm_wmean	NR2C2	t8_t4	1.3849208911784499	0.2
norm_wmean	NR2F1	t0.5_t0	1.4889654134832926	0.45999999999999996
norm_wmean	NR2F1	t1_t0.5	-0.8907736386096746	0.66
norm_wmean	NR2F1	t2_t1	4.1355811881896445	0.02
norm_wmean	NR2F1	t3_t2	2.05366066599908	0.2
norm_wmean	NR2F1	t4_t3	3.064274788196137	0.02
norm_wmean	NR2F1	t8_t4	-6.453808831035755	0.02
norm_wmean	NR2F2	t0.5_t0	0.18941928782294967	0.74
norm_wmean	NR2F2	t1_t0.5	0.23447128184656288	0.020000000000000018
norm_wmean	NR2F2	t2_t1	0.2995789320173423	0.5800000000000001
norm_wmean	NR2F2	t3_t2	-1.9731162040529373	0.08
norm_wmean	NR2F2	t4_t3	-0.2161012822919055	0.48
norm_wmean	NR2F2	t8_t4	-1.4772363736718317	0.76
norm_wmean	NR2F6	t0.5_t0	-0.5231569625031789	0.54
norm_wmean	NR2F6	t1_t0.5	0.8705241296142515	0.88
norm_wmean	NR2F6	t2_t1	1.4820485888017758	0.96
norm_wmean	NR2F6	t3_t2	-1.6710100081740238	0.1
norm_wmean	NR2F6	t4_t3	-0.1441827719523725	0.21999999999999997
norm_wmean	NR2F6	t8_t4	-2.4525223670555363	0.16
norm_wmean	NR3C1	t0.5_t0	0.12514474063946177	0.72
norm_wmean	NR3C1	t1_t0.5	-0.33360536946899305	0.48
norm_wmean	NR3C1	t2_t1	-0.6667763990032215	0.46
norm_wmean	NR3C1	t3_t2	-2.2524455844900166	0.04
norm_wmean	NR3C1	t4_t3	-1.3662987401143447	0.26
norm_wmean	NR3C1	t8_t4	0.7991564703044584	0.6
norm_wmean	NR4A1	t0.5_t0	2.551819809682225	0.24
norm_wmean	NR4A1	t1_t0.5	-0.5510643500169777	0.92
norm_wmean	NR4A1	t2_t1	0.7712781616152394	0.1200000000000001
norm_wmean	NR4A1	t3_t2	-3.462814685264189	0.02
norm_wmean	NR4A1	t4_t3	-1.612563734551898	0.2
norm_wmean	NR4A1	t8_t4	0.6673860055402709	0.64
norm_wmean	NR5A2	t0.5_t0	2.2773465460725135	0.9
norm_wmean	NR5A2	t1_t0.5	-0.9325591045621722	0.58
norm_wmean	NR5A2	t2_t1	0.8514360530008344	0.06000000000000005
norm_wmean	NR5A2	t3_t2	1.0947619076349275	0.68
norm_wmean	NR5A2	t4_t3	-0.31173899698345636	0.8
norm_wmean	NR5A2	t8_t4	-0.8380298589003871	0.26
norm_wmean	NRF1	t0.5_t0	0.35607568662297745	0.45999999999999996
norm_wmean	NRF1	t1_t0.5	-1.2658460830033385	0.34
norm_wmean	NRF1	t2_t1	-0.9959062283321719	0.22
norm_wmean	NRF1	t3_t2	-0.116906694572776	0.3600000000000001
norm_wmean	NRF1	t4_t3	0.9893432767077232	0.8600000000000001
norm_wmean	NRF1	t8_t4	2.048143738533864	0.02
norm_wmean	ONECUT1	t0.5_t0	-1.8634065401955617	0.04
norm_wmean	ONECUT1	t1_t0.5	-0.41383628747668233	0.8999999999999999
norm_wmean	ONECUT1	t2_t1	-0.3328190477034653	0.82
norm_wmean	ONECUT1	t3_t2	-1.059195662791043	0.64
norm_wmean	ONECUT1	t4_t3	-1.8477510768223735	0.16
norm_wmean	ONECUT1	t8_t4	0.38535997979061315	0.9
norm_wmean	OTX2	t0.5_t0	0.22623957918604434	0.5
norm_wmean	OTX2	t1_t0.5	0.2740754077302987	0.08000000000000007
norm_wmean	OTX2	t2_t1	2.1988306627156597	0.26
norm_wmean	OTX2	t3_t2	-0.42556589478418366	0.88
norm_wmean	OTX2	t4_t3	-4.816917452330032	0.02
norm_wmean	OTX2	t8_t4	-2.2205610427181526	0.14
norm_wmean	PAX5	t0.5_t0	0.3725741966632167	0.15999999999999992
norm_wmean	PAX5	t1_t0.5	-0.559743993003673	0.8799999999999999
norm_wmean	PAX5	t2_t1	-2.0512085952457766	0.1
norm_wmean	PAX5	t3_t2	-0.8910478792663445	0.84
norm_wmean	PAX5	t4_t3	0.5468003611515614	0.7
norm_wmean	PAX5	t8_t4	0.09524191628229672	0.5
