condition	type	feature	score
t1_t0.5	measurement	ESR2	-1.6807859587971175
t2_t1	measurement	NFKB2	1.6749474501629766
t3_t2	measurement	NR2F6	-1.6710100081740238
t2_t1	measurement	SMAD4	1.6683943305406777
t4_t3	measurement	ARNTL	-1.668220677167725
t1_t0.5	measurement	IRF8	1.6676809957843666
t8_t4	measurement	CREB1	-1.6638818163961469
t8_t4	measurement	ESRRA	-1.6618552014679588
t2_t1	measurement	ATF3	-1.6605341275458592
t1_t0.5	measurement	GATA3	-1.6599616345007926
t2_t1	measurement	KLF6	1.659808373974124
t3_t2	measurement	TP53	-1.6584675931879904
t4_t3	measurement	NFKB2	-1.6583227752818333
t0.5_t0	measurement	RFX5	1.6577200726760988
t2_t1	measurement	PBX3	1.65180991978863
t3_t2	measurement	NR2C2	1.6514836407470928
t3_t2	measurement	FOS	-1.6514383259149321
t2_t1	measurement	SOX9	-1.63820483817954
t4_t3	measurement	HSF1	1.6294007260431635
t0.5_t0	measurement	BCL6	1.626941231918023
t3_t2	measurement	FOXK2	-1.6254978904047073
t2_t1	measurement	SREBF2	1.6232685181210134
t0.5_t0	measurement	CREM	1.6146291308642027
t4_t3	measurement	NR4A1	-1.612563734551898
t1_t0.5	measurement	TWIST1	-1.606719705411637
t8_t4	measurement	AR	-1.6016667607542738
t1_t0.5	measurement	BHLHE40	-1.6011199835393928
t4_t3	measurement	ETV6	-1.5992887076554676
t4_t3	measurement	ASCL1	1.5992737574577365
t4_t3	measurement	TBX21	1.5991697457395646
t0.5_t0	measurement	GATA3	1.5938735298203697
t2_t1	measurement	USF2	1.5919370539997568
t2_t1	measurement	RFX1	1.5881358698497845
t2_t1	measurement	NR1H2	-1.5664613501810072
t8_t4	measurement	SMAD4	-1.5659274142200568
t2_t1	measurement	WT1	-1.5602077386558506
t1_t0.5	measurement	USF2	-1.5549997646970544
t2_t1	measurement	RFX5	1.553599956997663
t0.5_t0	measurement	SREBF2	1.5384550018555048
t8_t4	measurement	ARNT	1.5343475296707525
t8_t4	measurement	ATF1	1.5282168057957484
t4_t3	measurement	RUNX2	-1.524486633660982
t4_t3	measurement	MYC	-1.521130942361835
t3_t2	measurement	SREBF1	-1.51445425786081
t0.5_t0	measurement	NFYA	1.5136598768978022
t4_t3	measurement	CUX1	-1.512019647903811
t3_t2	measurement	TBP	-1.5062708578572144
t4_t3	measurement	SP4	-1.5041475274328433
t2_t1	measurement	ELF1	-1.503229352900901
t3_t2	measurement	BCL6	-1.501985744943301
t4_t3	measurement	KDM5B	-1.5018548807201677
t4_t3	measurement	IKZF1	-1.495724105236682
t2_t1	measurement	ELF3	1.4945821857802308
t0.5_t0	measurement	NR2F1	1.4889654134832926
t8_t4	measurement	SREBF2	-1.488670735621325
t8_t4	measurement	HINFP	1.487841311336435
t8_t4	measurement	FOXA1	-1.4876132895058225
t2_t1	measurement	SOX6	-1.4857477653032416
t1_t0.5	measurement	IRF4	-1.4857131665511292
t2_t1	measurement	NFE2L2	-1.484185161411271
t2_t1	measurement	NR2F6	1.4820485888017758
t0.5_t0	measurement	TP73	1.4811659314600254
t0.5_t0	measurement	NR1H3	1.4793407230244942
t2_t1	measurement	MAFK	1.4785505054223518
t8_t4	measurement	SATB1	1.477924955279451
t8_t4	measurement	NR2F2	-1.4772363736718317
t1_t0.5	measurement	MITF	-1.4745127882120688
t8_t4	measurement	PKNOX1	1.4738083336948655
t0.5_t0	measurement	TFDP1	-1.4732807887669723
t0.5_t0	measurement	NCOA3	1.4706676059588926
t3_t2	measurement	YBX1	-1.469339092794777
t1_t0.5	measurement	CREB1	-1.4636869182301793
t4_t3	measurement	PGR	-1.462447672219818
t4_t3	measurement	TBP	-1.4617088773262348
t0.5_t0	measurement	GLI1	-1.4588140263206184
t8_t4	measurement	GATA2	-1.4581053372555663
t2_t1	measurement	FOXA2	1.443633611371213
t4_t3	measurement	TCF7	-1.4405023275864959
t4_t3	measurement	E2F4	-1.4373735314960066
t4_t3	measurement	FOSL1	-1.4340100989788565
t4_t3	measurement	E2F3	1.4320375462240482
t8_t4	measurement	POU5F1	-1.4294073160552645
t1_t0.5	measurement	FOXM1	-1.4265115878942731
t3_t2	measurement	STAT5A	-1.425117162501143
t1_t0.5	measurement	SRF	1.4138754148797166
t4_t3	measurement	SP1	-1.413691862312396
t4_t3	measurement	MXI1	1.4129344577627676
t3_t2	measurement	HNF1B	-1.4125220425555736
t4_t3	measurement	SPIB	1.4116870874015712
t1_t0.5	measurement	SOX9	-1.407845629357047
t4_t3	measurement	STAT5B	-1.4076424539730403
t1_t0.5	measurement	HNF4A	-1.4003926209671194
t4_t3	measurement	RXRA	1.39279853961039
t4_t3	measurement	PRDM1	-1.3915282046233715
t3_t2	measurement	NCOA2	-1.3912385103424658
t3_t2	measurement	TCF3	1.3891156236486473
t8_t4	measurement	USF1	-1.3888930023480999
t0.5_t0	measurement	ARNT	1.3862011116743218
t8_t4	measurement	NR2C2	1.3849208911784499
t4_t3	measurement	HOXB7	-1.3827028616390877
t2_t1	measurement	CREB1	-1.3816474486432653
t4_t3	measurement	NCOA2	-1.3790324447001678
t4_t3	measurement	E2F2	1.3756686428494913
t1_t0.5	measurement	GLI1	1.3718247614712336
t0.5_t0	measurement	FOXM1	1.369496502558703
t4_t3	measurement	RFX1	1.3674231376300745
t4_t3	measurement	SOX6	1.3671884261710414
t4_t3	measurement	NR3C1	-1.3662987401143447
t0.5_t0	measurement	TFAP4	1.3662304262555238
t4_t3	measurement	XBP1	-1.3651407058490248
t1_t0.5	measurement	KLF1	-1.3611911237529615
t0.5_t0	measurement	RARB	1.3610290755683934
t4_t3	measurement	GATA6	-1.3601753019123815
t4_t3	measurement	JUNB	-1.3601637340728692
t4_t3	measurement	TFAP2A	1.356468533048112
t4_t3	measurement	ETV1	1.3560376354867159
t3_t2	measurement	GATA6	-1.3555063974587858
t2_t1	measurement	RBPJ	-1.347024380604836
t4_t3	measurement	GABPA	-1.345873220559758
t1_t0.5	measurement	CEBPA	-1.3448587437492399
t1_t0.5	measurement	RARG	-1.3443366237165917
t1_t0.5	measurement	IRF3	-1.3440742664474112
t0.5_t0	measurement	FOXA2	1.3421789927745655
t1_t0.5	measurement	RXRA	-1.3412787107127415
t0.5_t0	measurement	ZEB2	1.339710403169719
t4_t3	measurement	ZEB2	-1.3373631524753034
t0.5_t0	measurement	TCF4	1.3373237416001738
t3_t2	measurement	ATF6	1.336884393427611
t4_t3	measurement	GLI2	-1.3316923235876439
t1_t0.5	measurement	STAT3	-1.3289465858814817
t8_t4	measurement	SOX9	-1.3282913541836001
t8_t4	measurement	STAT6	-1.3207830933686835
t2_t1	measurement	ESRRA	1.3196744709575163
t2_t1	measurement	REST	1.3193191725140534
t2_t1	measurement	MYBL2	-1.3154095205720087
t1_t0.5	measurement	NFKB2	-1.314562216261791
t1_t0.5	measurement	ARNTL	-1.3124597654881565
t1_t0.5	measurement	E2F5	1.310821585743306
t4_t3	measurement	ELF3	-1.309592862329019
t2_t1	measurement	ATF4	-1.3082957928780856
t8_t4	measurement	NFIC	-1.3030869187744762
t2_t1	measurement	PPARA	-1.2989688285405363
t1_t0.5	measurement	ATF3	-1.296152490104217
t2_t1	measurement	USF1	1.2910305641335167
t2_t1	measurement	ATF7	-1.2845553355159653
t0.5_t0	measurement	MBD1	-1.283550713555993
t1_t0.5	measurement	TCF4	1.2801741305250245
t3_t2	measurement	ATF7	-1.2760861960180092
t0.5_t0	measurement	IRF9	1.2721713147494018
t1_t0.5	measurement	HOXA9	-1.270030766162369
t8_t4	measurement	IRF3	1.268762567335495
t0.5_t0	measurement	IKZF1	1.2684692019909654
t2_t1	measurement	SATB1	-1.2683627224912286
t0.5_t0	measurement	POU2F2	1.2660299455621888
t1_t0.5	measurement	NRF1	-1.2658460830033385
t3_t2	measurement	PROX1	-1.265717175785649
t2_t1	measurement	JUND	-1.2608385043475667
t8_t4	measurement	SREBF1	1.2528961989079512
t8_t4	measurement	NFATC1	-1.2484361656717886
t1_t0.5	measurement	ZNF274	1.2468547340012865
t3_t2	measurement	PRDM1	1.2426746949439436
t1_t0.5	measurement	MXI1	-1.240947131420807
t4_t3	measurement	TFDP1	-1.239533881024969
t8_t4	measurement	MYCN	-1.2315496953263794
t1_t0.5	measurement	GLI2	1.228915933053205
t8_t4	measurement	PAX6	-1.2272502768040785
t4_t3	measurement	RELB	-1.227217860860291
t2_t1	measurement	E2F2	-1.2270263188630661
t3_t2	measurement	USF1	-1.2236004501062412
t1_t0.5	measurement	GATA4	1.2138637053464607
t0.5_t0	measurement	TAL1	1.211239342239341
t0.5_t0	measurement	TBX21	1.2088778193163516
t0.5_t0	measurement	E2F7	1.2078995158180799
t1_t0.5	measurement	JUND	-1.2071096425739425
t3_t2	measurement	E2F2	1.2025692386255513
t3_t2	measurement	SATB1	-1.2020458477502385
t4_t3	measurement	HOXA9	-1.1983439692103535
t0.5_t0	measurement	STAT6	1.1983319524077694
t3_t2	measurement	TEAD2	1.1980073863427898
t4_t3	measurement	IRF2	-1.195873800288882
t0.5_t0	measurement	HBP1	1.193720399527598
t3_t2	measurement	E2F4	1.1916006712854912
t2_t1	measurement	MYOD1	1.191239700498579
t8_t4	measurement	GABPA	1.1892648149395084
t2_t1	measurement	SOX2	1.188300509629545
t3_t2	measurement	POU4F2	-1.186449916731363
t8_t4	measurement	RUNX2	-1.1857404121580015
t4_t3	measurement	PAX8	-1.1836476093255173
t4_t3	measurement	FOSL2	-1.1811318976912053
t4_t3	measurement	NEUROD1	1.1800179370971327
t1_t0.5	measurement	MAFK	-1.1796174407841769
t1_t0.5	measurement	EBF1	-1.1777686801042955
t3_t2	measurement	SP2	-1.1776251025294897
t1_t0.5	measurement	SOX6	-1.1651644532857741
t8_t4	measurement	REST	-1.1594590423722786
t0.5_t0	measurement	STAT2	1.157065122139907
t2_t1	measurement	KMT2A	-1.156359134638399
t3_t2	measurement	IKZF1	-1.1488106636573117
t4_t3	measurement	LYL1	-1.146223649426346
t8_t4	measurement	ZBTB33	1.1458677397130324
t0.5_t0	measurement	YBX1	1.1454357574294536
t4_t3	measurement	KLF13	1.1382915253416335
t4_t3	measurement	MEF2A	-1.1356716650160161
t3_t2	measurement	HOXB7	-1.1353124014937823
t4_t3	measurement	CDX2	-1.13441552798107
t1_t0.5	measurement	SPI1	-1.128975596764363
t1_t0.5	measurement	AR	-1.1278062476233657
t4_t3	measurement	REL	1.1214801932163876
t1_t0.5	measurement	TCF3	-1.1209702671684996
t8_t4	measurement	RXRA	-1.1205808577953498
t3_t2	measurement	SOX6	1.1202789134036226
t3_t2	measurement	STAT4	1.1196935589322201
t1_t0.5	measurement	TCF7L2	1.115822697600134
t4_t3	measurement	POU2F1	-1.1110045305649159
t4_t3	measurement	SMAD4	-1.1093944133290936
t3_t2	measurement	NFYA	-1.1081627927529458
t2_t1	measurement	NCOA3	1.1008716878679772
t3_t2	measurement	STAT3	-1.0999557282921109
t4_t3	measurement	PBX3	-1.0996337216624819
t1_t0.5	measurement	HOXB7	1.0980956411832308
t4_t3	measurement	HNF1B	-1.0949358809735936
t3_t2	measurement	NR5A2	1.0947619076349275
t0.5_t0	measurement	MAF	1.0866337541589135
t8_t4	measurement	POU2F2	-1.0861992198683472
t2_t1	measurement	SP4	1.0852192803085288
t1_t0.5	measurement	GATA6	-1.080826631238406
t4_t3	measurement	USF1	1.0778865631593628
t1_t0.5	measurement	NCOA1	-1.0774552468882408
t3_t2	measurement	USF2	1.0761599536249102
t4_t3	measurement	E2F5	-1.0609265363674902
t3_t2	measurement	ONECUT1	-1.059195662791043
t3_t2	measurement	PAX6	-1.052323692422792
t4_t3	measurement	ZEB1	-1.0506230811131436
t3_t2	measurement	TWIST1	1.049448030868374
t8_t4	measurement	IRF1	1.04895623905797
t8_t4	measurement	E2F7	1.0488884586152176
t1_t0.5	measurement	HNF1B	1.0471284048410856
t3_t2	measurement	SMAD5	-1.046051962958116
t1_t0.5	measurement	NCOA2	-1.0450286275573342
t0.5_t0	measurement	SATB1	-1.0435112794677959
t3_t2	measurement	RELA	-1.042835393526671
t8_t4	measurement	NFYA	1.0400794187135554
t3_t2	measurement	E2F6	1.038531932248195
t1_t0.5	measurement	E2F6	-1.038200616478289
t4_t3	measurement	IRF4	1.0372805284303108
t2_t1	measurement	KLF4	1.0331472473426297
t8_t4	measurement	SMAD1	1.032667218107784
t3_t2	measurement	KLF4	-1.0319306784145845
t4_t3	measurement	SATB1	1.0310591043705115
t1_t0.5	measurement	RUNX3	-1.0307200894582784
t1_t0.5	measurement	HIF1A	-1.0300316417581608
t8_t4	measurement	FOXM1	1.0281893151460262
t4_t3	measurement	E2F1	-1.0172079154171305
t1_t0.5	measurement	ETV6	1.011128065899861
t8_t4	measurement	IRF8	-1.0084296491102427
t1_t0.5	measurement	SP2	-1.006462406390902
t3_t2	measurement	GLI1	1.0035137611608587
t3_t2	measurement	ZHX1	-1.0003923085937576
t2_t1	measurement	NFE2L1	-1.000048416479284
t4_t3	measurement	ERG	-0.9988885060782032
t3_t2	measurement	IRF3	-0.9974230711545357
t8_t4	measurement	REL	-0.9965346478553415
t2_t1	measurement	NRF1	-0.9959062283321719
t2_t1	measurement	REL	-0.9937402873337738
t8_t4	measurement	MYBL2	-0.9928591229406466
t4_t3	measurement	ESRRA	0.9926220944116989
t3_t2	measurement	ARNTL	-0.9920606249076893
t8_t4	measurement	IKZF1	-0.990076511414773
t4_t3	measurement	HNF4A	0.9899840648525782
t4_t3	measurement	NRF1	0.9893432767077232
t1_t0.5	measurement	HINFP	0.988465130245891
t4_t3	measurement	CTCF	0.9871977485622044
t1_t0.5	measurement	TCF7	0.9811290326736527
t0.5_t0	measurement	PAX6	0.9807418182355419
t4_t3	measurement	FOXO4	0.9752729433047534
t1_t0.5	measurement	SP4	0.9745587922161252
t3_t2	measurement	LEF1	0.9732044124006535
t2_t1	measurement	TBX21	-0.9714900156983877
t1_t0.5	measurement	EGR1	0.9702938056738782
t4_t3	measurement	VDR	-0.9669316436200869
t3_t2	measurement	ARNT	-0.9666863178796756
t3_t2	measurement	BACH1	-0.9607198776971422
t1_t0.5	measurement	TBP	-0.9552737631945459
t8_t4	measurement	IRF4	-0.9546132602261675
t1_t0.5	measurement	NR2C2	0.9540015201907518
t1_t0.5	measurement	NFYA	-0.9496287408242363
t0.5_t0	measurement	PKNOX1	0.9472465866448628
t4_t3	measurement	PAX6	-0.9456369097615639
t2_t1	measurement	YBX1	-0.945134170546949
t3_t2	measurement	GLI2	-0.9405997596575341
t8_t4	measurement	BCL6	0.9400857122706643
t2_t1	measurement	NR1H3	-0.9395524470357212
t3_t2	measurement	HIC1	-0.9383222602406088
t2_t1	measurement	ETS1	0.9375244591069127
t4_t3	measurement	RARG	0.9366717019513096
t2_t1	measurement	TFDP1	-0.9362084801794046
t0.5_t0	measurement	FOXO1	0.9361281776485286
t1_t0.5	measurement	YBX1	-0.9327597687759358
t1_t0.5	measurement	NR5A2	-0.9325591045621722
t1_t0.5	measurement	ELF3	0.929408177802394
t4_t3	measurement	TEAD4	-0.9272662906937552
t2_t1	measurement	GATA4	-0.9255129502343911
t0.5_t0	measurement	SP4	0.9240454326732722
t3_t2	measurement	TBX21	-0.9238684749205697
t1_t0.5	measurement	KLF5	-0.9219770995257893
t3_t2	measurement	NFYB	-0.9208273691902944
t4_t3	measurement	E2F6	-0.9200983804069042
t0.5_t0	measurement	SMAD5	-0.9131434346680061
t3_t2	measurement	RARA	0.9118926424277238
t4_t3	measurement	MEIS2	0.9100910164720379
t8_t4	measurement	NCOA3	-0.9094204652699491
t1_t0.5	measurement	ASCL1	0.90869466375208785
t8_t4	measurement	NR1H3	-0.9084189078471169
t2_t1	measurement	JUN	-0.9021448491124381
t4_t3	measurement	SREBF2	0.8978813018673117
t4_t3	measurement	ETS2	-0.8942814143377176
t3_t2	measurement	PAX5	-0.8910478792663445
t1_t0.5	measurement	NR2F1	-0.8907736386096746
t8_t4	measurement	ELK4	-0.8901376655090881
t4_t3	measurement	NR2C2	0.8896337483472742
t3_t2	measurement	KLF13	0.8891633390609567
t3_t2	measurement	NCOA1	-0.8889897398613874
t1_t0.5	measurement	MYOD1	-0.8868151402026223
t4_t3	measurement	YBX1	0.8859988005728817
t8_t4	measurement	NCOA1	-0.8820989155201728
t0.5_t0	measurement	FOXK2	0.8802499842023059
t2_t1	measurement	LEF1	0.8726552253073407
t1_t0.5	measurement	MYBL2	-0.8716358739822916
t1_t0.5	measurement	NR2F6	0.8705241296142515
t3_t2	measurement	FOXA2	0.8701681915405677
t3_t2	measurement	KDM5B	0.8689859528192648
t2_t1	measurement	IRF9	-0.8665294545613436
t2_t1	measurement	NEUROD1	0.8662100488497307
t3_t2	measurement	SP3	0.86598534296415
t2_t1	measurement	SP1	0.8643446815182794
t8_t4	measurement	ATF2	-0.8639821958820673
t3_t2	measurement	ERG	0.8608503350044824
t8_t4	measurement	ETV1	0.8570767379972976
t0.5_t0	measurement	SP2	-0.8549924738837882
t4_t3	measurement	BCL6	0.8545510526855876
t2_t1	measurement	NR5A2	0.8514360530008344
t2_t1	measurement	FOXM1	-0.849935435137876
t0.5_t0	measurement	GFI1B	0.8445348143720472
t3_t2	measurement	TEAD4	0.842632971347161
t1_t0.5	measurement	ERG	0.8407319737396013
t4_t3	measurement	JUND	-0.840335958402886
t3_t2	measurement	E2F3	0.8398295969122508
t8_t4	measurement	NR5A2	-0.8380298589003871
t1_t0.5	measurement	HHEX	-0.8379444637847393
t0.5_t0	measurement	PBX3	-0.8360014402842023
t0.5_t0	measurement	REST	0.8316217594898174
t1_t0.5	measurement	TAL1	-0.8300440217639261
t1_t0.5	measurement	MNT	0.8282284744764008
t4_t3	measurement	RBPJ	-0.82816530801926
t0.5_t0	measurement	PAX8	0.8265639922114664
t8_t4	measurement	GLI1	-0.8263693051263119
t3_t2	measurement	SREBF2	-0.8251193243448526
t0.5_t0	measurement	GATA2	0.8221147509663548
t1_t0.5	measurement	ATF2	-0.8139238425410107
t3_t2	measurement	STAT2	-0.8136329303841375
t3_t2	measurement	SMAD1	0.8125345268834846
t1_t0.5	measurement	RELA	-0.8119953398654638
t0.5_t0	measurement	MAFG	0.8101344489551181
t0.5_t0	measurement	NCOA2	-0.8092227559955311
t4_t3	measurement	LEF1	-0.8083188092954379
t8_t4	measurement	IRF9	0.8080875344392554
t8_t4	measurement	FOXO4	0.8074554009983392
t4_t3	measurement	FLI1	-0.8059456635134095
t0.5_t0	measurement	ETV6	0.8024377337338342
t1_t0.5	measurement	ELF1	-0.7997566989991369
t8_t4	measurement	NR3C1	0.7991564703044584
t1_t0.5	measurement	FOXO1	0.7991083557071313
t0.5_t0	measurement	KMT2A	0.7956138063109052
t3_t2	measurement	CTCF	-0.7951187287151267
t2_t1	measurement	POU4F2	0.78982083031108
t1_t0.5	measurement	TEAD4	-0.7839142798273654
t3_t2	measurement	CREM	-0.7773416852201115
t0.5_t0	measurement	MEIS2	0.7756020905774833
t0.5_t0	measurement	ERG	0.7726367437345
t4_t3	measurement	AHR	-0.772374400294898
t1_t0.5	measurement	POU2F2	-0.7718588293116213
t2_t1	measurement	PAX8	0.7717299941959468
t2_t1	measurement	NR4A1	0.7712781616152394
t2_t1	measurement	ATF2	-0.7686473234056774
t4_t3	measurement	SREBF1	0.7664271913774561
t1_t0.5	measurement	HIC1	-0.7635769991091294
t3_t2	measurement	CEBPB	-0.7630522964157691
t8_t4	measurement	E2F5	-0.7625379871363627
t2_t1	measurement	RELA	-0.7594270348703795
t1_t0.5	measurement	ATF6	-0.7581751894390848
t3_t2	measurement	NEUROD1	-0.7579816053135766
t8_t4	measurement	PAX8	-0.7552719218210613
t0.5_t0	measurement	E2F4	-0.7542871582879502
t8_t4	measurement	ATF4	0.7423532019810511
t1_t0.5	measurement	CUX1	0.7421372633345964
t2_t1	measurement	STAT2	-0.7404966931368171
t4_t3	measurement	STAT4	-0.7395082369539281
t3_t2	measurement	SOX9	0.7328692128156632
t8_t4	measurement	ZEB2	-0.7318173116234953
t1_t0.5	measurement	GFI1B	0.7317867230535279
t3_t2	measurement	JUN	-0.7302166793919896
t1_t0.5	measurement	KDM5B	-0.7298631849889002
t4_t3	measurement	NFYB	-0.7294619111378285
t2_t1	measurement	TCF4	0.7261652744605822
t2_t1	measurement	SP2	-0.7256352734789782
t4_t3	measurement	GFI1B	-0.7194128477289616
t2_t1	measurement	ZBTB33	-0.7165162977192556
t1_t0.5	measurement	NFE2L2	-0.7162163368765653
t1_t0.5	measurement	MBD1	-0.7141721264278271
t0.5_t0	measurement	CDX2	0.7131938876585497
t3_t2	measurement	PGR	-0.7111500542614299
t3_t2	measurement	TEAD1	-0.7108842090452366
t8_t4	measurement	NR1H2	-0.7104060918180977
t8_t4	measurement	ESR2	-0.7090729297698084
t2_t1	measurement	HOXB7	0.7078532059429468
t3_t2	measurement	ESR2	-0.7071947372967313
t1_t0.5	measurement	PPARA	0.7071582006478898
t4_t3	measurement	SMAD1	0.7068635864267379
t3_t2	measurement	EBF1	-0.7068346152251542
t1_t0.5	measurement	POU2F1	0.7019284618642277
t4_t3	measurement	FOXL2	-0.7005957954915638
t1_t0.5	measurement	ETV1	-0.6983801689464022
t3_t2	measurement	SMAD3	-0.6930611991981971
t3_t2	measurement	TCF7L1	-0.6882906714108433
t1_t0.5	measurement	CEBPB	-0.6856090079515704
t3_t2	measurement	YY1	0.6817257062980285
t1_t0.5	measurement	SREBF1	0.6814624509672955
t8_t4	measurement	PPARG	0.6812974305738752
t1_t0.5	measurement	RFX1	-0.6809228318883028
t1_t0.5	measurement	NR1H3	0.6804587695461981
t8_t4	measurement	CREM	-0.6792304720042386
t4_t3	measurement	REST	0.6742571657434481
t2_t1	measurement	ZHX1	-0.669800768903668
t3_t2	measurement	HINFP	-0.6693344178290597
t1_t0.5	measurement	MAFG	-0.6691761178615765
t1_t0.5	measurement	POU5F1	-0.6674598342611401
t8_t4	measurement	NR4A1	0.6673860055402709
t2_t1	measurement	NR3C1	-0.6667763990032215
t8_t4	measurement	FOXO1	0.6651761021663571
t1_t0.5	measurement	MAZ	-0.6624989680807662
t3_t2	measurement	STAT5B	0.6612881062257663
t3_t2	measurement	PAX8	0.6606218895773968
t4_t3	measurement	TP63	-0.6598936754949077
t4_t3	measurement	RUNX1	-0.658277688097485
t4_t3	measurement	MEIS1	0.6537381449005566
t1_t0.5	measurement	PAX6	-0.6509829689370131
t1_t0.5	measurement	MYC	0.650878998012392
t3_t2	measurement	REL	0.6506390787173184
t3_t2	measurement	GATA4	-0.6482523089524193
t3_t2	measurement	RARG	-0.6468215717979131
t3_t2	measurement	KLF6	-0.64582701744711
t8_t4	measurement	PROX1	-0.644176119129821
t1_t0.5	measurement	CTCF	-0.6414625809890487
t4_t3	measurement	CLOCK	-0.639103933415557
t2_t1	measurement	GATA6	0.6329324699010609
t4_t3	measurement	STAT2	0.6327845508870471
t1_t0.5	measurement	SOX2	-0.6323735927417156
t2_t1	measurement	MYC	0.6284442586410707
t0.5_t0	measurement	MYOD1	0.6284132143439457
t2_t1	measurement	IRF4	0.6265726679376977
t0.5_t0	measurement	EBF1	0.6256842558144693
t1_t0.5	measurement	ZHX1	-0.6234353715112302
t4_t3	measurement	ATF2	-0.6205447166141863
t8_t4	measurement	CDX2	-0.6193142200793729
t4_t3	measurement	ATF6	0.6170286833506425
t1_t0.5	measurement	RARA	-0.6164465071795631
t2_t1	measurement	KLF5	-0.6152944401484446
t0.5_t0	measurement	YY1	0.6134441087762758
t1_t0.5	measurement	NEUROD1	0.6095263654700275
t2_t1	measurement	TP73	-0.6077539915921129
t3_t2	measurement	ASCL1	0.6034828791719401
t2_t1	measurement	CLOCK	-0.6017479659289602
t2_t1	measurement	TCF7L2	0.6010648426986503
t3_t2	measurement	MEF2C	0.6002997593649384
t4_t3	measurement	POU5F1	0.599431638591725
t1_t0.5	measurement	TEAD2	0.5994004168269532
t8_t4	measurement	WT1	-0.5979828996660855
t3_t2	measurement	RFX1	0.5924132598918982
t1_t0.5	measurement	STAT5A	-0.5917235503025604
t3_t2	measurement	MAFG	0.5816711993212534
t8_t4	measurement	E2F3	0.5785054460614133
t3_t2	measurement	SP1	0.5780755675531394
t4_t3	measurement	E2F7	0.5763772972680824
t4_t3	measurement	TCF3	0.5760825408013127
t1_t0.5	measurement	WT1	-0.5750070203969393
t2_t1	measurement	HOXA9	0.5747551707894691
t8_t4	measurement	ELF1	0.5681810951227841
t1_t0.5	measurement	PROX1	0.5678055974959003
t1_t0.5	measurement	ETV4	-0.5674099921698664
t3_t2	measurement	MYB	0.5670652824346554
t0.5_t0	measurement	IRF3	-0.5639271981140792
t1_t0.5	measurement	EPAS1	0.5626599564914893
t2_t1	measurement	E2F1	-0.562334981148407
t1_t0.5	measurement	PGR	0.560496972040151
t1_t0.5	measurement	PAX5	-0.559743993003673
t0.5_t0	measurement	SPIB	0.5559633595457554
t3_t2	measurement	NFKB1	-0.5511946885171103
t1_t0.5	measurement	NR4A1	-0.5510643500169777
t1_t0.5	measurement	ESRRA	0.5497599650838528
t3_t2	measurement	MAF	-0.5488433440766491
t0.5_t0	measurement	ESRRA	0.5482595066851673
t2_t1	measurement	GABPA	0.5481363922899315
t4_t3	measurement	PAX5	0.5468003611515614
t3_t2	measurement	BHLHE40	0.5462511147113212
t2_t1	measurement	E2F7	0.5460486205671631
t1_t0.5	measurement	PAX8	0.5439910211647982
t3_t2	measurement	MEF2B	0.5431956594144794
t0.5_t0	measurement	ASCL1	0.5422741641309304
t1_t0.5	measurement	MAF	0.5405136356751383
t2_t1	measurement	MAFG	0.5379713782962392
t1_t0.5	measurement	RUNX2	0.5379282229980232
t0.5_t0	measurement	ZHX1	-0.5375866014784598
t4_t3	measurement	SMAD5	-0.5308687379426051
t8_t4	measurement	ZHX1	0.5303463430055304
t1_t0.5	measurement	ZBTB33	0.5292718176070703
t2_t1	measurement	HIC1	0.5288144307837337
t2_t1	measurement	E2F5	-0.5275136677838016
t0.5_t0	measurement	PROX1	0.5245882566566833
t0.5_t0	measurement	NR2F6	-0.5231569625031789
t8_t4	measurement	HOXB7	-0.5225518234741653
t1_t0.5	measurement	TFAP4	0.5219323981752639
t4_t3	measurement	MAFG	-0.5208976289108247
t1_t0.5	measurement	ATF1	-0.516457822163915
t3_t2	measurement	MXI1	-0.514010730264965
t2_t1	measurement	POU2F1	0.5080101446126287
t1_t0.5	measurement	SMAD3	-0.5076278711650009
t1_t0.5	measurement	YY1	0.5025354150902156
t1_t0.5	measurement	NR1H2	-0.5002576163052681
t1_t0.5	measurement	CDX2	0.49808323985086167
t2_t1	measurement	ATF1	-0.4978660388616869
t0.5_t0	measurement	IRF8	0.4974659364709652
t4_t3	measurement	SP2	0.49512938547155094
t1_t0.5	measurement	MYCN	0.4946795593784806
t8_t4	measurement	RFX5	0.4925374542260605
t8_t4	measurement	STAT4	-0.4924081552583985
t3_t2	measurement	EGR1	0.4905040770136904
t0.5_t0	measurement	MYCN	-0.48870985191651967
t1_t0.5	measurement	E2F3	-0.484596488304543
t2_t1	measurement	FOSL1	0.48380437726998576
t2_t1	measurement	ELK4	0.4794815728792627
t8_t4	measurement	TP73	-0.4793170732271259
t8_t4	measurement	NCOA2	0.4777677208276658
t3_t2	measurement	KLF1	0.4719334254993759
t2_t1	measurement	POU2F2	0.46819518740138477
t2_t1	measurement	MXI1	-0.46659841890210546
t2_t1	measurement	FOXO1	0.4654137530212
t1_t0.5	measurement	BCL6	0.46540645093980354
t2_t1	measurement	YY1	0.4645788252477571
t4_t3	measurement	SMAD3	-0.46313819787648486
t3_t2	measurement	CLOCK	-0.456555653823614
t3_t2	measurement	ATF4	0.45560172116342956
t1_t0.5	measurement	IRF9	-0.45208939261387165
t0.5_t0	measurement	GATA1	0.4483804922096627
